website;performance;accessibility;seo;best-practices
spacy.io;0.83;0.83;0.82;0.8
s7pkh.csb.app;0.39;0.76;0.82;0.87
allmusicals.com;0.95;0.85;1;0.87
varus.ua;0.8;0.61;0.75;0.67
piligrim.ua;0.76;0.94;0.92;0.67
docusaurus.io;0.96;0.98;1;0.93
paleomagazine.com;0.42;0.87;0.67;0.73
thebermudatriangle.com;1;0.97;1;1
doghero.com.br;0.75;0.77;0.92;0.67
sistacafe.com;0.79;0.82;0.82;0.87
easyhits4u.com;0.67;0.9;1;0.87
krjogja.com;0.83;0.87;0.75;0.93
mobifriends.com;0.94;0.89;1;0.67
lapsi.al;0.64;0.38;0.75;0.53
paradyz.com;0.62;0.81;0.75;0.67
jibberjobber.com;0.96;1;1;1
merhabahaber.com;0.88;0.77;0.92;0.8
henkelman.com;1;0.96;0.83;0.93
genialokal.de;0.86;0.86;0.92;0.93
readmoo.com;0.48;0.82;0.83;0.73
bolgegundem.com;0.68;0.88;1;0.67
kobit.in;0.59;0.97;1;0.73
kstnews.kz;0.72;0.94;0.82;0.73
virgool.io;0.83;0.67;0.73;0.8
craftwriter-blog.com;0.52;0.75;0.82;0.87
tugatech.com.pt;0.93;0.86;0.82;0.73
notretemps.com;0.65;0.91;0.91;0.6
gismeteo.ua;0.73;0.95;1;0.73
lydogbilde.no;0.6;0.86;0.75;0.67
worldoftrucks.com;0.97;0.85;0.82;0.93
wayunique.com;0.54;0.54;0.75;0.87
doonee.com;0.33;0.73;0.73;0.87
bybrittanygoldwyn.com;1;0.98;1;1
sopro.com;0.61;0.81;0.92;0.87
paneco.com.sg;0.61;0.62;1;0.87
arasaac.org;0.4;0.76;0.82;0.93
4gsm.com;0.82;0.7;0.92;0.73
limmattalerzeitung.ch;0.71;0.83;0.92;0.8
medicalxpress.com;0.92;0.68;0.83;0.67
seratnews.com;0.54;0.59;0.91;0.73
gercekhaberci.com;0.71;0.74;1;0.67
modmakeup.ru;0.64;0.78;1;0.8
vsrap.shop;0.15;0.82;0.83;0.73
donya-e-eqtesad.com;0.64;0.84;1;0.67
legia.com;0.58;0.94;1;0.93
ayurtimes.com;0.85;0.85;0.83;0.93
voodoo.io;0.98;0.93;1;0.87
novitus.pl;0.79;0.85;0.91;0.87
adslzone.net;0.95;0.87;0.92;1
wallmine.com;0.83;0.63;0.83;0.8
bargozideha.com;0.9;0.8;0.9;0.8
safarme.ir;0.67;0.87;0.92;0.53
discover-the-world.com;0.77;0.87;1;0.87
monocraft.net;0.74;0.65;0.9;0.87
modesdemploi.fr;0.93;0.89;1;1
haberinternette.com;0.72;0.77;1;0.73
prawo.pl;0.98;0.83;0.92;0.73
azahar.in;0.9;0.82;0.92;0.67
schnauzi.com;0.7;0.87;0.83;0.87
tutorfair.com;0.93;0.83;0.83;0.73
forosdeelectronica.com;0.94;0.88;1;0.93
vendeeglobe.org;0.77;0.79;0.91;0.87
manualeduso.it;0.93;0.89;1;0.87
insideparadeplatz.ch;0.62;0.98;1;0.87
thecodingforums.com;0.93;0.98;1;1
onlinejyotish.com;0.67;0.89;0.92;0.6
senq.com.my;0.61;0.73;0.82;0.6
lagendarmerierecrute.fr;0.91;0.88;0.92;0.8
paninigroup.com;0.66;0.83;0.9;0.93
1177.se;0.78;1;1;1
2cloud.eu;0.94;0.93;0.91;1
veles-capital.ru;0.76;0.84;0.91;0.73
spin247.com;0.92;0.95;0.92;0.87
kanguka.com;0.88;1;1;1
habitissimo.es;0.94;0.92;0.91;0.87
frontiermyanmar.net;0.47;0.89;0.92;0.87
kwrank.ir;0.89;0.78;0.91;0.73
lifeloveandgoodfood.com;0.91;0.98;0.83;0.93
hostelworld.com;0.95;0.97;0.92;0.93
unite.ai;0.91;0.7;0.92;0.87
biareview.com;0.92;0.88;1;0.93
77betsg.com;0.54;0.74;0.75;0.67
natural-high.nl;0.59;0.67;0.91;0.67
pulsegaming-ocm.com;0.88;0.82;0.82;0.67
kingjamesbibleonline.org;1;0.72;1;0.8
istructe.org;0.99;0.78;0.83;0.87
myforkinglife.com;0.92;0.98;0.92;1
tefter.io;0.94;0.83;0.82;0.93
caregiver.com;0.7;0.88;0.91;0.67
pornerbros.com;0.95;0.91;1;0.8
theatrclwyd.com;0.95;0.88;0.82;0.93
beroozresaan.com;0.22;0.77;0.92;0.87
thefixers.gr;0.87;0.72;0.83;0.73
janvansundert.nl;0.67;0.87;0.91;0.87
segurosbolivar.com;0.79;0.85;1;0.73
colorstv.com;0.39;0.92;0.75;0.67
ccc.co.jp;0.29;0.96;0.91;0.8
pedidosya.cl;0.81;0.6;0.75;0.67
keylol.com;0.94;0.54;0.73;0.8
kuncitts.com;0.92;0.86;0.91;0.87
bellgardenschamber.biz;0.91;0.81;0.73;1
shopxx.net;0.38;0.77;0.82;0.73
etymonline.com;0.95;0.95;0.9;0.93
apressurecooker.com;0.84;0.94;1;0.93
traveldoc.aero;0.9;0.89;0.89;0.8
dbushell.com;1;0.96;0.92;0.93
arrse.co.uk;0.89;0.8;0.92;0.8
dubai-bb.com;0.99;0.98;1;0.93
barelylegal.com;0.97;0.75;0.73;1
engineerboards.com;0.68;0.87;0.91;0.87
xxxn.club;0.96;0.75;0.83;0.8
indglobal.in;0.96;0.89;0.75;0.87
slotozilla.com;0.99;0.98;1;1
bloomingtonmn.gov;0.92;0.85;0.75;0.73
somboleh.com;0.52;0.84;0.83;0.67
ihindustan.com;1;0.86;1;0.87
hna.de;0.99;0.87;0.83;0.93
9jabetking.com;0.75;0.97;0.83;0.87
nipponpaint.co.in;0.5;0.93;0.83;0.73
clichemag.com;0.78;0.74;0.75;0.8
boersennews.de;0.82;0.81;0.92;1
cripto247.com;0.7;0.78;0.83;0.73
canadahun.com;0.95;0.94;0.9;0.87
niikidaily.info;0.83;0.7;0.92;0.73
dailyhive.com;0.47;0.81;0.83;0.93
playkids.com;0.54;0.95;1;0.93
iwmf.ir;0.97;0.76;1;0.73
ucuzperdedunyasi.com;0.65;0.89;1;0.93
nsd.no;0.98;0.86;1;0.93
planetared.com;0.62;0.94;1;0.93
kissanimefree.cc;0.98;0.39;0.91;0.87
dachu.co;1;0.65;1;1
bibliography.com;0.85;1;0.91;0.87
newsdj.ru;1;0.85;0.92;0.8
dailyyonder.com;0.92;0.87;0.92;0.87
aussiestockforums.com;0.73;0.85;0.67;0.8
adactio.com;0.94;1;0.91;0.93
harperstephenson.co.uk;0.99;0.9;0.91;1
hcd.ch;0.74;0.82;0.83;0.93
cookingprofessionally.com;0.52;0.98;1;0.87
atombank.co.uk;0.64;1;1;1
stadia.google.com;0.77;0.89;0.92;0.87
tv-sports.fr;0.99;0.7;0.91;0.93
customs.gov.kh;0.17;0.71;0.7;0.93
theroastedroot.net;0.96;0.89;0.92;1
splithistory.com;0.62;0.65;0.73;0.67
abomus.co.il;0.97;0.85;1;0.87
faratips.com;0.86;0.94;1;0.87
iranidata.com;0.73;0.87;0.92;0.73
manners.nl;0.95;0.85;0.92;0.73
maggi.ru;0.79;0.77;0.82;0.67
aaz.ro;0.92;0.55;0.91;0.67
autoextrem.de;0.9;0.96;0.83;1
eataly.net;0.51;0.84;0.83;0.8
menuwithprice.com;0.94;0.72;1;0.8
africaparent.com;0.83;0.97;0.92;0.8
fintechweekly.com;0.88;0.81;0.91;0.73
hollywoodlife.com;0.94;0.82;0.83;0.87
vedantu.com;0.71;0.62;0.75;0.73
ing.de;0.91;0.87;1;1
blackvoicenews.com;0.81;0.89;0.92;0.87
tengo.kz;0.69;0.83;0.91;0.73
newsatfirst.com;0.67;0.73;0.91;0.67
rodakorset.se;0.96;0.8;0.83;0.93
powerthepolls.org;0.95;0.91;0.82;0.93
datamars.com;0.47;0.85;0.75;0.8
steptohealth.com;0.84;0.96;1;0.87
ifi.no;0.85;0.89;1;0.93
dinside.dagbladet.no;0.98;0.98;0.92;0.87
tasnimnews.com;0.63;0.87;1;0.8
rluk.ac.uk;0.67;0.86;0.67;1
haber16.com;0.84;0.84;1;0.93
apotheek.nl;0.96;0.88;1;0.93
doc-du-juriste.com;0.97;0.96;1;0.93
luckyfish.io;0.28;0.72;1;0.93
meucarronovo.com.br;0.77;0.98;1;0.73
videoigr.net;0.84;0.54;0.92;0.8
lineru.com;0.65;0.98;1;0.93
says.com;0.75;0.88;0.75;0.67
mykhel.com;0.63;0.72;0.83;0.67
dailystorm.ru;0.62;0.93;1;0.67
turnoffthelights.com;0.98;0.91;1;0.93
picular.co;0.97;0.84;0.91;0.87
scmp.com;0.27;0.74;0.92;0.8
nmplus.hk;0.83;0.73;0.75;0.67
outbreak.my;0.86;0.92;0.92;0.93
nhanh.vn;0.71;1;0.82;0.87
smile.one;0.82;0.81;1;0.67
tbwacolombia.com;0.88;0.86;0.92;0.87
st.su;0.8;0.9;1;0.93
userfeel.com;1;0.77;0.82;0.8
rie.cl;0.77;0.79;0.82;1
ninenik.com;0.73;0.79;0.73;0.67
livecounts.io;0.97;0.71;0.91;0.8
ethereumprice.org;0.8;0.66;0.83;0.73
thepressproject.gr;0.93;0.86;0.83;0.87
shortcoursesportal.com;0.98;0.85;1;0.87
njerusalem.ru;0.78;0.73;0.91;0.8
thevaluestore.in;0.75;0.7;0.75;0.87
celpox.com;0.9;0.78;0.92;0.6
gabor.de;0.71;0.66;1;0.93
gujaratisweets.com;0.61;0.95;0.83;0.8
vegolosi.it;0.84;0.93;0.92;0.67
shicheng.news;0.95;0.79;1;0.8
frugalfamilytimes.com;1;0.96;0.83;1
pahlischhomes.com;0.5;0.8;0.82;0.67
333travel.nl;0.98;0.92;0.92;0.8
j-town.net;0.62;0.79;0.83;0.67
livein.care;0.75;0.75;0.83;0.67
hamshahrionline.ir;0.74;0.62;0.83;0.8
muscleblaze.com;0.34;0.8;0.83;0.67
porn555.com;0.76;0.68;0.75;0.67
designbest.com;0.85;0.96;1;0.81
imhd.sk;0.69;0.63;1;0.73
tba.group;1;0.98;0.83;0.87
laffgaff.com;1;0.98;1;0.93
doitgarden.ch;0.95;0.8;0.91;0.8
ageberry.com;0.93;0.93;1;1
dankojones.com;1;1;1;1
amailorderbrides.com;0.88;0.78;0.92;0.8
twishort.com;0.83;0.85;1;0.87
fluxbuilder.com;0.98;0.98;1;0.93
mallplaza.cl;0.92;0.88;1;0.87
drifted.com;0.91;0.95;1;0.8
schneiderpeeps.com;0.9;0.93;0.92;0.8
proforest.net;0.87;0.98;1;1
elie.net;0.95;0.9;1;1
freecryp.top;0.86;0.68;0.83;0.87
baunfire.com;0.72;0.85;1;0.8
hostchefs.eu;0.65;0.94;0.92;0.8
theg7group.com;1;0.94;0.91;1
openfarma.com.ar;0.62;0.76;0.83;0.8
tecnohotelnews.com;0.61;0.7;0.75;0.8
brainpowerboy.com;0.99;0.98;0.91;0.93
synallagma.gr;0.68;0.77;1;0.87
amf.com.ua;0.66;0.8;0.91;0.47
hamiltoninternationalestates.com;0.64;0.72;0.83;0.73
teemill.com;0.6;0.69;0.82;0.93
kadivar.com;0.87;0.68;0.83;0.93
mindsparktechnologies.com;1;0.73;0.7;1
jetblacktransportation.com;0.51;0.91;0.83;0.73
book.fr;0.96;0.79;0.92;0.73
reportsandmarkets.com;0.88;0.84;1;0.87
olsera.io;0.55;0.63;0.82;1
baman.club;0.94;0.95;0.83;0.73
thatcelebrity.com;0.76;0.7;0.92;0.8
yenibakis.com.tr;0.69;0.7;0.92;0.73
jayco.com.au;0.77;0.78;0.83;0.87
infoinfocus.com;0.94;0.98;0.91;0.93
eauk.org;0.95;0.88;0.82;0.93
cuarteldelmetal.com;0.44;0.54;0.64;0.6
167.114.3.50;0.76;0.83;1;0.8
arabwomendating.org;0.95;0.96;0.83;0.73
revolvermag.com;0.66;0.78;0.83;0.67
luhta.com;0.57;0.78;0.83;1
omediach.com;0.88;0.95;1;0.93
happiest.net;0.93;0.75;0.92;0.73
niniplus.com;0.76;0.75;0.82;0.73
fortuneindia.com;0.7;0.49;0.92;0.8
biographiya.com;1;0.89;1;0.93
lyricscraze.com;0.83;0.84;1;0.8
ukworkshop.co.uk;0.82;0.88;0.83;0.8
xn----2lbcmca4cdtsdb1c.gr;0.93;0.89;1;1
imamag.ir;0.88;0.78;0.92;0.8
peteranswers.com;0.97;0.88;1;0.93
sky.at;0.49;0.86;0.82;0.6
e-has.com;0.63;0.77;0.73;0.53
furche.at;0.82;0.76;0.91;0.87
mydirtyhobby.com;0.48;0.81;0.83;0.8
oneindia.com;0.79;0.74;0.83;0.6
greatlakesmade.com;0.47;0.88;1;0.8
myanimals.com;0.89;0.96;1;0.87
tabiiro.jp;0.53;0.75;0.92;0.67
iq.com;0.7;0.79;1;0.93
cheki.co.ke;0.83;0.69;0.92;0.73
haqqin.az;0.99;0.8;0.82;0.73
your-local-plumber.co.uk;0.98;0.86;0.91;0.87
childcare.co.uk;0.98;0.87;0.83;0.93
nina.vn;0.73;1;0.83;1
scannerfm.com;0.45;0.78;0.75;0.67
tourradar.com;0.97;0.67;0.83;1
seductioninthekitchen.com;0.96;0.95;1;0.8
echo24.de;0.98;0.94;0.92;0.75
getvital.in;0.51;0.85;0.82;0.73
ge-n-ya.com;0.73;0.87;0.92;0.73
fardisfilm.ir;0.83;0.83;0.92;0.87
intimo.com.ua;0.84;0.68;0.83;0.67
alisverisforumu.com;0.96;0.94;1;0.93
nextage.jp;0.63;0.86;1;0.87
happysocks.com;0.78;0.97;0.92;0.87
tenon.io;0.94;0.98;0.82;1
quozio.com;0.87;0.87;0.9;0.87
svetla.sk;0.93;0.81;1;0.93
contactcars.com;0.72;0.78;0.91;0.6
affiliatefix.com;0.73;0.9;0.83;0.87
goojeh.com;0.88;0.98;0.91;0.87
jamesedition.com;0.89;0.92;0.91;0.87
alternet.org;0.98;0.81;0.91;0.93
pratilipi.com;0.99;0.74;0.82;0.87
multimedios.com;0.73;0.79;0.92;0.8
traverse.co.uk;0.87;0.87;0.91;0.93
medplusmart.com;0.9;0.68;0.83;0.47
albat.com;0.98;0.92;0.92;0.88
d2checklist.com;0.29;0.76;0.82;0.93
ohmy.ca;0.69;0.93;0.91;0.87
ezzatkhah.com;0.86;0.7;0.83;0.87
camplace.com;0.68;0.65;0.92;0.87
fraudnumber.com;0.98;0.85;1;0.8
rphangvn.net;0.64;0.78;0.92;0.8
papelariavestibulando.com.br;0.4;0.71;0.83;0.67
usmessageboard.com;0.88;0.82;1;0.93
bowhunter-ed.com;0.73;0.96;0.91;0.8
abakershouse.com;1;0.97;1;1
34.ua;0.8;0.84;1;0.8
careopinion.org.uk;0.96;0.9;1;0.93
31dover.com;0.72;0.79;0.92;0.6
lotto24.de;0.86;0.69;0.92;0.93
feedingtrends.com;0.66;0.83;1;0.87
esam.ir;0.66;0.85;0.83;0.8
tufin.com;0.83;0.92;0.92;0.8
jawwy.tv;0.68;0.67;0.92;0.8
nashrin.com;0.97;0.98;1;1
healthday.com;0.97;0.78;0.64;0.8
kalender.digital;0.94;0.83;0.91;0.87
startupmatcher.com;0.91;0.7;0.82;0.73
canal4rd.com;0.59;0.93;0.92;0.8
rhone.com;0.29;0.8;0.92;0.67
atrafshan.ir;0.72;0.82;1;0.93
whats-on-netflix.com;0.66;0.98;1;1
webeskan.com;0.63;0.65;0.92;0.87
rtours.ru;0.53;0.84;0.75;0.8
pch24.pl;0.66;0.49;0.58;0.8
datarang.com;0.85;0.97;1;0.93
snif.gr;0.95;0.71;0.83;0.87
imgflip.com;1;0.83;0.91;0.73
skincity.com;0.65;0.73;0.83;0.87
brums.com;0.61;0.68;0.83;0.67
techpout.com;0.89;0.87;1;0.87
clacified.com;0.95;0.98;1;1
familias.com;0.8;0.86;0.75;0.67
cvindependent.com;0.98;0.89;1;1
bezeqint.net;0.62;0.76;0.92;0.73
ibizfile.com;0.6;0.79;0.83;1
bleacherreport.com;0.17;0.86;0.92;0.73
bad-mergentheim.de;0.83;0.95;0.92;0.87
walgreensbootsalliance.com;0.73;0.96;0.92;0.87
4fstore.sk;0.35;0.78;0.75;0.67
aospextended.com;0.91;0.89;0.91;0.87
adidas.co.id;0.4;0.98;0.82;0.8
privatedebtinvestor.com;0.74;0.82;0.83;0.8
iatranshumanisme.com;0.81;0.94;0.92;0.93
ortograf.pl;0.79;0.86;0.82;0.67
allmedscare.com;0.76;0.72;0.92;0.87
allaboutarchaeology.org;0.98;0.96;0.83;0.93
margriet.nl;0.92;0.82;1;0.93
nosequeestudiar.net;0.84;0.92;1;0.93
chateau-gruyeres.ch;0.7;0.84;0.92;0.73
ielts.com.au;0.67;0.88;0.92;0.93
footballpredictions.com;0.93;0.76;0.83;0.67
umnazia.ru;0.82;0.95;1;0.87
notebookinfo.de;1;0.98;1;0.93
cybermiles.io;0.87;0.98;1;0.93
cash4brands.ru;0.32;0.98;1;0.8
dolarhoy.com;0.86;0.92;0.92;0.93
sp-studio.de;0.84;0.74;0.91;0.93
haberler33.com;0.94;0.88;0.92;0.8
southbayriders.com;0.5;0.88;0.91;0.73
aboutyou.de;0.66;0.85;0.83;0.93
govoyages.com;0.47;0.88;0.83;0.67
universalstandard.com;0.79;0.91;1;0.93
revealnews.org;0.96;0.89;1;1
kinuskikissa.fi;0.39;0.71;0.82;0.8
mtbroutes.nl;0.84;0.93;0.91;0.87
eldia.com;0.5;0.67;0.75;0.53
plus.pl;0.49;0.75;0.8;0.8
joyfreak.com;0.95;0.77;1;0.87
futwork.com;0.58;0.63;0.73;0.87
mparticle.com;0.9;0.84;0.82;0.93
yerelingundemi.com;0.88;0.78;1;0.8
net-a-porter.com;0.53;0.62;0.83;0.73
bollywoodsextoy.com;0.6;0.73;0.8;0.8
dispatchlive.co.za;0.47;0.74;0.83;0.8
docker-curriculum.com;0.97;0.95;1;1
kumulos.com;0.64;0.89;0.67;0.93
cuberto.com;0.96;1;1;0.93
emurgo.io;0.83;0.86;0.83;0.73
accidentalhappybaker.com;0.94;0.82;0.73;0.94
bama.ir;0.97;0.78;0.92;0.93
lacoste.com;0.94;0.84;0.92;0.93
kicker.de;0.88;0.93;0.91;0.87
mesmanuels.fr;0.69;0.78;1;0.8
allbanglanewspaper.co;0.94;0.77;0.83;0.67
giftcart.com;0.39;0.83;0.83;0.87
coinlore.com;0.98;0.78;0.83;0.93
dailyplaylists.com;0.66;0.76;0.6;0.93
livescore.com;0.96;0.88;1;0.8
tracker.gg;0.81;0.86;1;0.94
polyurethan.ru;0.78;0.7;0.82;0.73
meidilight.com;0.88;0.82;0.92;0.87
carvaganza.com;0.66;0.87;1;0.8
phs.co.uk;0.92;0.71;0.83;0.67
altheaestudio.com;0.97;0.91;0.91;1
cartoradio.fr;0.78;0.7;0.9;0.8
linux.org;0.97;0.89;1;0.8
eazyseller.com;0.82;0.8;1;0.93
momsla.com;0.99;0.86;0.92;0.88
dotable.com;0.78;0.86;0.9;0.8
imtilak.net;0.69;0.87;1;0.87
instrukcjaobslugipdf.pl;0.93;0.89;1;1
excel-downloads.com;0.85;0.89;1;1
nextinpact.com;0.71;0.88;0.91;0.73
norinesnest.com;0.95;0.9;1;1
drawize.com;0.99;0.88;0.9;0.87
m.jetbingo.com;0.36;0.85;0.82;0.93
empregoligado.com.br;0.37;0.9;1;0.8
synology-forum.de;0.78;0.96;1;0.93
uknewsline.com;0.55;0.76;0.92;0.8
sushisamba.com;1;0.98;0.92;1
alphabetsigns.com;0.63;0.92;1;0.93
sprintersports.com;0.81;0.98;1;0.8
plugnpay.com;0.71;0.96;0.92;0.87
rivne1.tv;0.74;0.8;0.82;0.8
meudicionario.org;0.83;0.77;0.92;0.8
hasgeek.com;0.73;0.77;0.92;0.8
elmundo.com.bo;0.67;0.94;0.75;0.93
tastemade.com.br;0.97;1;1;0.87
urlaubsguru.de;0.37;0.75;0.92;0.73
percent-off.com;0.97;0.75;1;0.93
ngrx.io;0.98;0.85;0.82;0.87
callibri.ru;0.86;0.6;0.83;0.8
emirates.com;0.93;0.87;0.75;0.87
votonia.ru;0.17;0.67;0.83;0.8
highefficiency.net;0.9;0.93;1;0.93
kemitt.com;0.33;0.84;0.9;0.87
enerjiekonomisi.com;0.61;0.7;0.92;0.6
salzburg24.at;0.87;0.93;0.92;0.93
floryday.com;0.49;0.9;1;0.73
mybangla24.com;0.99;0.9;1;0.93
rzn.info;0.36;0.72;0.92;0.73
bestdeals.today;0.6;0.8;0.91;0.73
rishavapps.com;0.91;0.88;0.92;0.93
wayfaringviews.com;0.79;0.98;0.75;0.93
navman.com.au;0.45;0.81;0.73;0.73
arpal.ua;0.64;0.84;0.92;0.8
szkolnastrona.pl;0.77;0.87;1;0.87
maaseuduntulevaisuus.fi;0.62;0.82;0.83;0.87
carrectly.com;0.67;0.57;0.73;0.8
districtfm.com;0.56;0.79;0.75;0.67
wd40.lat;0.72;1;1;0.93
gomechanic.in;0.7;0.62;0.82;0.8
tnhonline.com;0.86;0.86;1;0.93
afkgaming.com;0.82;0.74;0.83;0.93
pornj.com;0.93;0.72;0.75;0.67
wowlazymacros.com;0.72;0.86;1;0.8
precio-dolar.com.ar;0.98;0.64;0.92;0.87
gamerroof.com;0.95;0.83;1;0.87
socialprogress.org;0.74;1;1;0.73
interris.it;0.82;0.79;0.92;0.67
scrapmonster.com;0.69;0.76;0.83;0.67
sspi.ru;0.8;0.86;0.73;0.73
metart.com;0.97;0.78;0.82;1
livetipsportal.com;0.98;0.85;1;1
talesofamountainmama.com;0.89;0.96;0.83;0.93
streetsource.com;0.88;1;1;0.93
banana-moon-clothing.co.uk;0.9;0.89;0.92;0.87
tres.ir;1;0.76;0.73;0.87
fliplet.com;0.86;0.8;0.75;0.73
gozine2.ir;0.72;0.72;0.91;0.8
akiba-online.com;0.79;0.82;0.82;1
thecue.in;0.9;0.86;0.92;0.87
pptvhd36.com;0.54;0.82;0.91;0.8
rynekzdrowia.pl;0.93;0.71;0.83;0.93
pttbrain.com;0.47;0.88;0.92;1
blockchain.poker;0.47;0.89;0.9;0.8
amazingradio.com;0.76;0.95;0.82;0.8
troc-velo.com;0.82;0.8;0.73;0.67
seoeshop.com;0.73;0.95;0.82;0.6
infox.sg;0.77;0.47;0.91;0.8
vepaar.com;0.89;0.91;0.9;0.8
heralddeparis.com;0.86;0.88;0.91;1
fjale.al;0.98;0.96;1;1
sparkchess.com;0.96;0.9;1;0.93
tempo.pt;0.99;0.84;1;0.73
squarebodyforum.com;0.6;0.8;1;0.8
computerworld.hu;0.92;0.79;0.75;0.8
luzhniki.ru;0.98;0.96;1;0.87
youporngay.com;0.86;0.87;0.83;0.87
indexlivingmall.com;0.32;0.84;0.83;0.8
oteacher.org;0.43;0.85;0.92;0.67
m18.com;0.81;0.87;0.83;0.8
tazenews.com;0.89;0.8;0.92;0.87
taeknizon.com;0.74;0.69;0.83;0.87
turkulainen.fi;0.75;0.86;1;0.73
artnews.com;0.89;0.94;0.92;0.8
acontipro.com;1;0.91;1;0.73
trans.info;0.38;0.8;0.91;0.67
playmining.com;0.84;0.79;0.82;0.93
kreiszeitung.de;0.99;0.94;0.92;0.75
egretia.io;0.63;0.77;0.82;0.93
trondheim.no;0.84;1;1;1
schneemannfoundation.org;0.78;0.81;0.9;1
teamos-hkrg.com;0.98;0.87;0.92;0.93
jessops.com;0.59;0.87;0.75;0.8
qfeast.com;0.97;0.83;1;0.87
1001consejos.com;1;0.73;0.92;0.87
scanboat.com;0.8;0.88;1;0.73
centraledesscpi.com;0.72;0.96;1;0.87
casalgrandepadana.com;1;0.87;1;0.73
tresc.cat;0.77;0.68;0.82;0.87
nur.kz;0.82;0.91;1;0.87
lichfieldlive.co.uk;0.99;0.98;0.92;0.93
tiktokforbusinesseurope.com;0.81;0.86;0.9;0.93
stylevana.com;0.39;0.7;0.67;0.6
homebook.pl;0.76;0.71;0.92;0.8
fisicalab.com;0.76;0.87;0.92;0.93
youmovies.it;0.94;0.7;0.92;0.87
varnion.com;0.41;0.81;0.82;0.8
kavkazr.com;0.9;0.77;0.92;0.87
web.andromoney.com;0.5;0.81;0.82;0.67
espanadiario.net;0.97;0.97;1;0.87
dinedreamdiscover.com;0.99;0.94;1;1
aqua-calc.com;0.97;0.97;0.91;1
reactnative.dev;0.91;0.97;1;0.93
antwak.com;0.54;0.71;0.82;0.73
leroymerlin.pl;0.6;0.84;1;0.67
doramiru.com;0.91;0.78;0.83;0.8
ulusalpost.com;0.89;0.89;1;0.87
overbo.news;0.97;0.6;0.91;0.73
sheypoor.com;0.58;0.7;0.75;0.87
brave-mo.com;0.61;0.84;0.82;0.87
zolotoy.ru;0.95;0.93;1;0.87
spenglercup.ch;0.76;0.96;0.92;0.93
msl.ua;0.91;0.95;1;0.73
orientalsunday.hk;0.79;0.73;0.83;0.67
douglas.es;0.55;0.7;0.83;0.6
dividends.sg;0.98;0.78;1;0.87
trailguide.net;0.87;0.75;1;0.93
pcreview.co.uk;0.92;0.89;0.73;1
classic-literature.co.uk;0.91;0.88;1;0.93
halfcute.com;0.36;0.82;0.91;0.8
justika.com;0.56;0.77;0.82;0.93
orilliamatters.com;0.95;1;1;0.73
akusherstvo.ru;0.62;0.78;0.75;0.67
nascarlivetv.com;0.97;0.88;0.91;0.87
baguiocityguide.com;0.69;0.7;0.92;0.8
homefinder.com;0.88;0.89;0.92;0.94
shopmoment.com;1;0.75;0.89;0.93
clubquartershotels.com;0.46;0.91;0.75;0.67
haberler.com;0.97;0.7;0.92;0.73
tarkov-market.com;0.84;0.86;1;0.93
pezeshkkala.com;0.47;0.74;0.73;0.67
xhamsterlive.com;0.65;0.88;1;0.93
legionisci.com;0.76;0.86;0.92;0.73
fashiola.co.uk;0.91;0.81;1;0.8
motoroctane.com;0.97;0.84;0.91;0.6
goodearth.in;0.53;0.71;0.75;0.87
soup.io;0.86;0.97;1;0.93
metartnetwork.com;0.98;0.79;0.75;1
setare.com;0.9;0.84;1;0.67
first5california.com;0.82;0.83;0.83;0.8
culture.pl;0.6;0.9;0.83;0.87
healthdigezt.com;0.8;0.94;0.92;0.87
cultura.id;0.63;0.57;0.92;0.87
kulturstiftung.de;0.75;0.87;0.73;0.8
aweb.ua;0.99;0.94;0.92;0.87
worldwide-series.com;0.86;0.7;0.9;0.87
rpp.pe;0.86;0.8;0.92;0.67
daroo.com;0.69;0.54;0.75;0.8
nacdnet.org;0.55;0.99;1;0.8
quotescover.com;0.89;0.8;0.9;1
internetsanscrainte.fr;0.58;0.91;0.9;0.87
usdish.com;0.93;0.97;0.92;0.8
noticidade.com;0.55;0.62;0.73;0.67
bettybarclay.com;0.82;0.81;0.75;0.93
getavataaars.com;0.83;0.95;1;0.87
app.diagrams.net;0.6;0.33;0.82;0.93
web-telegram.net;0.16;0.48;1;0.67
steelguru.com;0.82;0.94;0.92;0.87
joinpreneur.com;0.81;0.93;0.82;0.87
renault.fr;0.74;0.87;1;1
opportuno.de;0.99;0.7;0.91;0.87
melisten.sg;0.61;0.79;0.92;0.73
wellage.co.kr;0.56;0.62;0.64;0.47
tennisworlditalia.com;0.98;0.88;1;0.93
octafx.pro;0.84;0.64;0.83;0.73
roojai.com;1;0.82;1;0.93
techist.com;0.99;0.98;1;0.93
definanzas.com;0.77;0.69;0.92;0.93
niobehosting.com;0.88;0.91;0.92;0.87
spending.gov.ua;0.78;0.82;1;0.93
assistironline.net;0.81;0.91;0.91;1
gitberry.com;0.98;0.96;1;0.93
programmingwithwolfgang.com;1;0.94;1;1
dreamscapeimmersive.com;0.46;0.89;0.83;0.87
sanfernandosun.com;0.9;0.9;0.83;1
thestrategystory.com;0.51;0.93;0.83;0.8
cstimer.net;0.96;0.66;0.8;0.53
techgenyz.com;0.71;0.77;0.83;0.8
xn--j1ailbaf.xn--p1ai;0.95;0.7;0.91;0.87
musescore.com;0.62;0.69;0.92;0.87
kitano.com;0.68;0.98;0.83;0.67
sunset.com;0.97;0.72;0.92;0.73
